type,author,text,likes,published_at,parent_id,is_owner
reply,@Danseavectonchien,Oui tout à fait,0,2024-06-21T12:04:57Z,UgzZduVePDV83veeHPF4AaABAg,True
comment,@pascaled5499,Très intéressant ! Il va falloir que je teste cela ! Merci,2,2024-06-18T08:58:28Z,,False
reply,@Danseavectonchien,Avec plaisir 🙂,2,2024-06-21T12:05:03Z,UgyMzTQsLs4tHCOBDZ94AaABAg,True
comment,@mayday6771,Merci pour cette vidéo. comment on fait pour avoir un interrupteur positif avec un chien sourd ? Moi il aboie parfois dehors quand il y a du monde qui passe devant le jardin ou quand le voisin passe la tondeuse par exemple. Du coup s'il ne s’arrête pas seul (ce qu'il fait quand il y a un passage devant la maison mais pas avec la tondeuse) je vais le chercher. Pas d'autres solutions. Je marche bc depuis que j'ai ce chien pour le sortir mais aussi pour me mettre dans son périmètre visuel 😁. Bonne soirée,2,2024-06-17T20:18:57Z,,False
reply,@Danseavectonchien,oui je comprends. Si votre chien n'est pas sensible éventuellement vous pouvez le faire avec un collier qui vibre très légèrement mais l'apprentissage doit se faire dans le respect de la sensibilité et des émotions du chien,1,2024-06-21T12:06:27Z,UgyXzjGaVnNLySECC_t4AaABAg,True
reply,@Juliette-Bdn,"Une désensibilisation aux bruits (comme avec le morceau de plastique dans la vidéo) sera très importante et intéressante...surtout si vous n'avez pas un accès facile à votre chien (s'il est loin et qu'il ne vous entend pas), ça permettra de pouvoir mieux agir",1,2024-06-21T13:15:31Z,UgyXzjGaVnNLySECC_t4AaABAg,False
reply,@mayday6771,​@@Juliette-Bdnmontaient est sourd donc pas besoin de le désensibiliser aux bruits. Son interrupteur est sur off en permanence.,1,2024-06-24T13:57:41Z,UgyXzjGaVnNLySECC_t4AaABAg,False
reply,@mayday6771,​@@Danseavectonchien il a jamais eu de collier vibration c'est pas top pour les chiens et encore plus pour les chiens déficients qui ont les autres sens renforcés.,1,2024-06-24T14:00:02Z,UgyXzjGaVnNLySECC_t4AaABAg,False
reply,@Juliette-Bdn,"@@mayday6771 désolée, je parlais des déclencheurs visuels...comme j'avais en tête l'exemple du bruit du plastique je me suis mélangée",2,2024-06-24T14:01:06Z,UgyXzjGaVnNLySECC_t4AaABAg,False
comment,@adelinegailly7887,"Super vidéo ! J'hésitais à récompenser quand ma chienne aboie de peur de créer une chaîne de comportement justement mais maintenant j'ai la réponse, merci ! Par contre, ma chienne est capable de mastiquer, de manger ou de lécher tout en aboyant 😅",2,2024-06-17T15:54:05Z,,False
reply,@Danseavectonchien,Dans ce cas là il faut lui proposer cette activité plus loin du stimulus qui la stresse :-),2,2024-06-21T12:08:08Z,UgyIOgEoFxmESDMatrh4AaABAg,True
reply,@Danseavectonchien,Il faut aussi lui laisser le temps de redescendre en émotion,2,2024-06-21T12:08:28Z,UgyIOgEoFxmESDMatrh4AaABAg,True
reply,@adelinegailly7887,"@@Danseavectonchien oui, c'est ce que je fais. Elle court comme une folle vers le portail en aboyant sur le stimulus, je la rappelle pour l'en éloigner et dès qu'elle est un peu redescendue en émotion, je lui donne de la pâtée de foie à lécher (c'est ce qui marche le mieux avec elle) et ça marche bien ☺ On en est au stade où elle arrive à redescendre et contrôler ses émotions en ma présence mais pas en mon absence",1,2024-06-21T12:31:16Z,UgyIOgEoFxmESDMatrh4AaABAg,False
reply,@veroniquenappey9980,"Merci beaucoup pour cette vidéo ! Notre Border Collie aboie quand il a envie de jouer avec un autre chien mais    il finit par le saouler en le poursuivant partout en aboyant. J'ai beau lui parler, sortir une récompense, c'est comme si il ne m'entend pas",1,2024-06-29T09:47:16Z,UgyIOgEoFxmESDMatrh4AaABAg,False
comment,@romainwarlop1453,"Merci pour cette vidéo. Mon chien aboie uniquement quand il est en libre en forêt et qu'un humain arrive. Il lui cours dessus et lui aboie dessus. Il ne fait rien de plus mais forcément les gens prennent peur et je suis obligé de lui dire ""non"". Comment je peux travailler cette situation car c'est uniquement en extérieur et en libre, en laisse ou même en longe, il n'aboie pas. Merci 🙏",2,2024-06-17T13:46:28Z,,False
reply,@Juliette-Bdn,"Bonjour Romain, déjà oublier le non et travailler l'interrupteur positif peut être un bon début. Ensuite commencer par travailler en longe (ce qui permet de récompenser un croisement en étant sûr qu'il ne va pas aboyer) puis en liberté avec de la distance, en faisant demi tour si nécessaire quand le chien a vu le déclencheur pour le récompenser et ne pas l'inciter à déclencher",2,2024-06-21T13:26:09Z,Ugyw1cO5UW2ReWRNZ4Z4AaABAg,False
reply,@Danseavectonchien,Merci de ta réponse Juliette,1,2024-06-24T07:19:31Z,Ugyw1cO5UW2ReWRNZ4Z4AaABAg,True
reply,@romainwarlop1453,"Merci, je vais me remettre au travail :)",1,2024-06-24T07:33:44Z,Ugyw1cO5UW2ReWRNZ4Z4AaABAg,False
comment,@bsandra8752,Merci beaucoup 🙏,2,2024-06-16T18:39:10Z,,False
reply,@Danseavectonchien,Avec plaisir,1,2024-06-16T19:51:05Z,UgzdoYQ_JOhrhrTEH154AaABAg,True
comment,@gwenaellegwenaelle8657,Top cette vidéo.  La protection de ressources serait cool. Groot n'a pas encore compris que le chat à part sentir (et encore) s'en fiche de ses mastications...,6,2024-06-14T18:35:34Z,,False
comment,@sabdam377,"Merci à vous, de super conseils que je vais essayer avec ma braque dès demain. 
Pouvez m'aider car ma chienne a trouvé comment ouvrir avec sa patte le portillon que nous avons installé devant la montée de nos escaliers et maintenant elle monte sans autorisation😐",2,2024-06-14T18:31:07Z,,False
reply,@atainimaux202,"Monter la poignée à l'envers ou mettre une poignée ronde ˆˆ
Et puis les autocontrôles, rentrer avec la technique du zigzag de la marche en laisse, ou avec des étapes (personnellement pour la sortie et l'arrivée à la maison j'ai mis en place des routines précises, mes chiens savent donc toujours exactement quoi faire à ces moments pour être en réussite)",0,2024-11-01T20:52:50Z,UgzH4wulTb8RF_cpZRV4AaABAg,False
comment,@alixlila6067,"Merci pour ces conseils 🙏
J'adore votre travail! ❤
Pour un autre sujet je vote pour la predation sur les voitures et tout ce qui roule 😅",6,2024-06-14T11:09:01Z,,False
reply,@justinesc.3153,Je crois que j'ai vu qlq ch là dessus dans celle sur le focus et refus d appât si jamais,2,2024-06-16T19:51:19Z,Ugzgvqdh0f1CQbgqAnF4AaABAg,False
reply,@Danseavectonchien,Très bonne idée !,2,2024-06-16T19:51:35Z,Ugzgvqdh0f1CQbgqAnF4AaABAg,True
reply,@nicolevanhonacker6511,Que faire avec des chiens hyper craintifs,0,2024-11-19T12:13:05Z,Ugzgvqdh0f1CQbgqAnF4AaABAg,False
comment,@charlottegarnier5359,"Merci pour cette vidéo d'utilité Publique !! Mon chien n'aboie jamais mais il est très réactif aux autres chiens et ""pleure"" dès qu'ils sont dans son champ de vision (en voiture, en laisse etc), je vais essayer de mettre en place la récompense et ce qui est dit dans la vidéo, en plus de toutes les vidéos chouettes sur cette chaine sur la réactivité. Encore un grand merci !",2,2024-06-14T09:00:38Z,,False
reply,@Danseavectonchien,Avec plaisir 🙂,1,2024-06-16T19:51:46Z,UgyEFw8-K6tar4trF5x4AaABAg,True
comment,@elinedeleval7361,Super video merci beaucoup. Je suis déjà en travail avec Juliette sur les aboiements de mon chien par rapport aux chats qui passent au fond du jardin. La vidéo résume et explique bien le comment et le pourquoi des exercices que j'ai commencé à mettre en place. À la lecture de la vidéo je penses que je faisais encore quelques erreurs sur ma façon de récompenser.,2,2024-06-14T07:02:52Z,,False
reply,@Danseavectonchien,Génial !,1,2024-06-16T19:51:57Z,Ugxvhf68ua5i7B9usE54AaABAg,True
comment,@veroniquejoubert-x3k,"Super vidéo, autre thème sympa et nécessaire, la prédation, comment gérer le besoin de chasser chez le chien",14,2024-06-13T21:03:01Z,,False
reply,@Danseavectonchien,Très bonne idée !,7,2024-06-14T06:12:46Z,UgzjWSc2Lut19iqKyT54AaABAg,True
comment,@valentineletouq6834,"super vidéo, avec plein de bons conseils !",2,2024-06-13T16:14:12Z,,False
reply,@Danseavectonchien,Un grand merci !,1,2024-06-14T06:13:25Z,UgwGgEghbFUTQxaH_Ox4AaABAg,True
comment,@carmenbelmas4409,"Bonjour, ma chienne aboie , dès qu elle sort dans le jardin, car la fille de la voisine a un chien qui est agressif...mais elle aboie aussi si c est le voisin , ou toute autre personne qui passe dans le jardin..
Difficile d anticiper , quelquefois, car elle sort dans le jardin sans qu on s en apercevoive.
Merci pour ces astuces...qui j espère vont l aider .🐾🌞",5,2024-06-13T16:03:31Z,,False
reply,@Danseavectonchien,Bon entraînement 🙂,1,2024-06-14T06:13:42Z,UgzRezsRDqVM81gvaPd4AaABAg,True
